SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2763023,236755,Consumer loans,22471.11,115425.0,121518.0,0.0,115425.0,MONDAY,8,Y,1,0.0,,,XAP,Approved,-455,Cash through the bank,XAP,,Refreshed,Audio/Video,POS,XNA,Stone,212,Consumer electronics,6.0,middle,POS household with interest,365243.0,-421.0,-271.0,-271.0,-267.0,0.0
2034595,105158,Cash loans,,0.0,0.0,,,THURSDAY,14,Y,1,,,,XNA,Canceled,-175,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2542497,124441,Cash loans,,0.0,0.0,,,WEDNESDAY,14,Y,1,,,,XNA,Canceled,-55,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1306113,372914,Consumer loans,4636.89,39100.5,38673.0,3910.5,39100.5,SUNDAY,16,Y,1,0.1000126809679804,,,XAP,Approved,-2369,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,1000,Consumer electronics,12.0,high,POS household with interest,365243.0,-2338.0,-2008.0,-2008.0,-2005.0,0.0
1507059,132651,Revolving loans,,0.0,0.0,,,THURSDAY,14,Y,1,,,,XAP,Canceled,-60,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1560020,393222,Cash loans,17586.18,225000.0,247275.0,,225000.0,FRIDAY,16,Y,1,,,,XNA,Approved,-105,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-75.0,435.0,365243.0,365243.0,1.0
1713130,299973,Revolving loans,,0.0,0.0,,,TUESDAY,9,Y,1,,,,XAP,Canceled,-448,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),1,XNA,,XNA,Card Street,,,,,,
2609612,443997,Cash loans,11531.835,90000.0,108522.0,,90000.0,WEDNESDAY,8,Y,1,,,,XNA,Approved,-1507,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-1477.0,-1147.0,-1147.0,-1139.0,1.0
2736089,136531,Cash loans,,0.0,0.0,,,SUNDAY,15,Y,1,,,,XNA,Canceled,-369,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2544952,319742,Revolving loans,,0.0,0.0,,,WEDNESDAY,15,Y,1,,,,XAP,Canceled,-314,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1875721,165171,Cash loans,7688.205,67500.0,76410.0,,67500.0,TUESDAY,12,Y,1,,,,XNA,Approved,-219,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-189.0,141.0,365243.0,365243.0,1.0
2100748,160676,Consumer loans,2196.81,26361.0,23197.5,3163.5,26361.0,SUNDAY,16,Y,1,0.1306983456966386,,,XAP,Approved,-2169,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,3000,Consumer electronics,12.0,low_normal,POS household without interest,,,,,,
1696847,366091,Cash loans,35429.625,1125000.0,1288350.0,,1125000.0,FRIDAY,12,Y,1,,,,Repairs,Refused,-145,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),10,XNA,60.0,low_normal,Cash Street: low,,,,,,
2631027,397096,Consumer loans,6414.93,35955.0,31455.0,4500.0,35955.0,WEDNESDAY,15,Y,1,0.1363067470702013,,,XAP,Approved,-406,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,35,Connectivity,6.0,high,POS mobile with interest,365243.0,-347.0,-197.0,-347.0,-339.0,0.0
1649138,211025,Consumer loans,5870.475,21600.0,21600.0,0.0,21600.0,THURSDAY,7,Y,1,0.0,,,XAP,Approved,-63,XNA,XAP,Other_B,Repeater,Clothing and Accessories,POS,XNA,Stone,63,Clothing,4.0,low_normal,POS industry with interest,365243.0,-13.0,77.0,365243.0,365243.0,0.0
2635863,370311,Cash loans,16117.92,135000.0,143910.0,0.0,135000.0,WEDNESDAY,17,Y,1,0.0,,,Medicine,Approved,-2135,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-2105.0,-1775.0,-1775.0,-1767.0,1.0
2197719,139822,Cash loans,,0.0,0.0,,,SATURDAY,15,Y,1,,,,XNA,Canceled,-168,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1659429,235347,Revolving loans,2250.0,45000.0,45000.0,,45000.0,MONDAY,13,Y,1,,,,XAP,Approved,-394,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1408597,421361,Cash loans,,0.0,0.0,,,TUESDAY,10,Y,1,,,,XNA,Canceled,-475,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2809810,424750,Cash loans,8141.4,67500.0,67500.0,,67500.0,SATURDAY,12,Y,1,,,,Other,Approved,-523,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,Country-wide,60,Connectivity,12.0,high,Cash Street: high,365243.0,-493.0,-163.0,-283.0,-277.0,0.0
2693687,180501,Cash loans,16075.08,135000.0,173839.5,0.0,135000.0,WEDNESDAY,15,Y,1,0.0,,,Other,Approved,-1861,Cash through the bank,XAP,Children,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,18.0,high,Cash Street: high,365243.0,-1831.0,-1321.0,-1501.0,-1494.0,1.0
1841414,162012,Cash loans,57788.73,1129500.0,1211503.5,,1129500.0,MONDAY,10,Y,1,,,,XNA,Refused,-639,XNA,HC,,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,30.0,low_normal,Cash X-Sell: low,,,,,,
1327669,361929,Consumer loans,19193.625,250182.0,200142.0,50040.0,250182.0,MONDAY,16,Y,1,0.2178338533184205,,,XAP,Approved,-1523,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,500,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-1492.0,-1162.0,-1162.0,-1153.0,0.0
2419031,210130,Cash loans,,0.0,0.0,,,THURSDAY,7,Y,1,,,,XNA,Canceled,-310,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1705547,426009,Cash loans,18894.6,225000.0,295366.5,,225000.0,SUNDAY,13,Y,1,,,,XNA,Approved,-593,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,100,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-563.0,127.0,365243.0,365243.0,1.0
1033717,114573,Cash loans,16632.405,135000.0,162315.0,,135000.0,THURSDAY,14,Y,1,,,,XNA,Approved,-714,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-684.0,-354.0,-354.0,-347.0,1.0
1303437,316116,Consumer loans,,35710.38,35710.38,0.0,35710.38,TUESDAY,13,Y,1,0.0,,,XAP,Refused,-1140,Cash through the bank,HC,,Repeater,Mobile,XNA,XNA,Country-wide,59,Connectivity,,XNA,POS mobile with interest,,,,,,
1040031,447563,Consumer loans,7926.975,39042.0,37917.0,3906.0,39042.0,MONDAY,6,Y,1,0.101714106852906,,,XAP,Approved,-136,Non-cash from your account,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,39,Connectivity,6.0,high,POS mobile with interest,365243.0,-106.0,44.0,365243.0,365243.0,1.0
1053892,408889,Cash loans,11776.275,157500.0,157500.0,,157500.0,TUESDAY,12,Y,1,,,,XNA,Approved,-1030,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18.0,middle,Cash X-Sell: middle,,,,,,
2643464,414286,Consumer loans,8770.77,89536.5,42066.0,49455.0,89536.5,SUNDAY,10,Y,1,0.5885096416023745,,,XAP,Approved,-2115,Cash through the bank,XAP,Unaccompanied,Refreshed,Audio/Video,POS,XNA,Stone,142,Consumer electronics,6.0,high,POS household with interest,365243.0,-2084.0,-1934.0,-1934.0,-1912.0,0.0
1066832,385059,Cash loans,5823.585,45000.0,47970.0,,45000.0,WEDNESDAY,15,Y,1,,,,Urgent needs,Refused,-420,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,,,,,,
2256738,209745,Consumer loans,21260.655,117022.5,117022.5,0.0,117022.5,FRIDAY,16,Y,1,0.0,,,XAP,Approved,-301,Cash through the bank,XAP,,New,Clothing and Accessories,POS,XNA,Country-wide,130,Clothing,6.0,middle,POS industry with interest,365243.0,-269.0,-119.0,-119.0,-117.0,0.0
2125582,336415,Cash loans,,0.0,0.0,,,TUESDAY,15,Y,1,,,,XNA,Canceled,-374,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2181729,414063,Consumer loans,5654.88,29574.0,27733.5,3150.0,29574.0,FRIDAY,10,Y,1,0.1110831467818208,,,XAP,Approved,-1762,Cash through the bank,XAP,Unaccompanied,Repeater,Office Appliances,POS,XNA,Country-wide,49151,Consumer electronics,6.0,high,POS household with interest,365243.0,-1731.0,-1581.0,-1641.0,-1634.0,0.0
1512046,223432,Revolving loans,27000.0,0.0,540000.0,,,MONDAY,17,Y,1,,,,XAP,Refused,-855,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0.0,XNA,Card X-Sell,,,,,,
2055453,278943,Cash loans,45864.36,450000.0,470790.0,,450000.0,WEDNESDAY,12,Y,1,,,,XNA,Approved,-931,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-901.0,-571.0,-571.0,-563.0,1.0
2584802,190042,Cash loans,19796.31,540000.0,636228.0,,540000.0,THURSDAY,12,Y,1,,,,XNA,Approved,-859,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,54.0,low_normal,Cash X-Sell: low,365243.0,-829.0,761.0,-709.0,-700.0,1.0
1228184,310132,Cash loans,41728.41,1129500.0,1293502.5,,1129500.0,WEDNESDAY,15,Y,1,,,,XNA,Refused,-337,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
2769475,389316,Consumer loans,20581.155,121405.5,115033.5,12141.0,121405.5,WEDNESDAY,17,Y,1,0.1039725159310453,,,XAP,Approved,-789,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,130,Consumer electronics,6.0,low_normal,POS mobile with interest,365243.0,-757.0,-607.0,-637.0,-631.0,0.0
2021171,306880,Cash loans,30118.77,225000.0,272889.0,0.0,225000.0,MONDAY,8,Y,1,0.0,,,XNA,Refused,-1991,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,,,,,,
2351940,377583,Cash loans,,0.0,0.0,,,TUESDAY,7,Y,1,,,,XNA,Canceled,-136,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1369561,352978,Consumer loans,3527.64,29205.0,32098.5,0.0,29205.0,THURSDAY,18,Y,1,0.0,,,XAP,Approved,-2212,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,100,Consumer electronics,12.0,high,POS household with interest,365243.0,-2175.0,-1845.0,-1875.0,-1873.0,0.0
1816846,193793,Consumer loans,14893.92,133479.0,125433.0,20025.0,133479.0,SATURDAY,19,Y,1,0.1499336265763687,,,XAP,Approved,-872,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,high,POS mobile with interest,365243.0,-837.0,-507.0,-537.0,-535.0,0.0
2735655,387575,Revolving loans,9000.0,0.0,180000.0,,,SUNDAY,9,Y,1,,,,XAP,Refused,-802,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1536239,373341,Cash loans,22962.285,517500.0,578979.0,,517500.0,MONDAY,8,Y,1,,,,XNA,Approved,-650,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-620.0,430.0,365243.0,365243.0,1.0
2374408,435263,Consumer loans,8502.03,67950.0,73930.5,0.0,67950.0,WEDNESDAY,16,Y,1,0.0,,,XAP,Approved,-520,Cash through the bank,XAP,"Spouse, partner",Refreshed,Audio/Video,POS,XNA,Stone,34,Consumer electronics,10.0,middle,POS household with interest,365243.0,-485.0,-215.0,-245.0,-243.0,0.0
2376948,405874,Revolving loans,,0.0,0.0,,,WEDNESDAY,17,Y,1,,,,XAP,Canceled,-268,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1963521,432297,Consumer loans,5217.57,23913.0,25096.5,0.0,23913.0,SUNDAY,11,Y,1,0.0,,,XAP,Approved,-1285,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,42,Connectivity,6.0,high,POS mobile with interest,365243.0,-1254.0,-1104.0,-1104.0,-1096.0,0.0
1965403,360073,Cash loans,,0.0,0.0,,,TUESDAY,18,Y,1,,,,XNA,Canceled,-110,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2689102,392867,Cash loans,,0.0,0.0,,,MONDAY,16,Y,1,,,,XNA,Refused,-214,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2819162,444259,Consumer loans,23675.4,90000.0,90000.0,0.0,90000.0,MONDAY,11,Y,1,0.0,,,XAP,Approved,-165,Cash through the bank,XAP,"Spouse, partner",Repeater,Tourism,POS,XNA,Country-wide,20,Tourism,4.0,low_normal,POS other with interest,365243.0,-135.0,-45.0,-45.0,-40.0,0.0
1035568,454675,Consumer loans,5173.155,38331.0,37912.5,3834.0,38331.0,WEDNESDAY,15,Y,1,0.1000221466579125,,,XAP,Approved,-299,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,42,Connectivity,10.0,high,POS mobile with interest,365243.0,-269.0,1.0,-269.0,-260.0,1.0
2089748,278350,Consumer loans,11246.175,116059.5,116059.5,0.0,116059.5,SUNDAY,9,Y,1,0.0,,,XAP,Refused,-518,XNA,LIMIT,,Repeater,Mobile,POS,XNA,Country-wide,60,Connectivity,12.0,low_normal,POS mobile without interest,,,,,,
1479119,157331,Cash loans,19449.675,337500.0,399870.0,,337500.0,THURSDAY,14,Y,1,,,,Urgent needs,Refused,-606,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle,,,,,,
2415332,424286,Consumer loans,5122.89,23238.0,24484.5,2385.0,23238.0,SUNDAY,12,Y,1,0.0966702699410788,,,XAP,Approved,-1241,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Country-wide,24,Connectivity,6.0,high,POS mobile with interest,365243.0,-1210.0,-1060.0,-1120.0,-1115.0,0.0
2361362,251409,Cash loans,,0.0,0.0,,,WEDNESDAY,9,Y,1,,,,XNA,Canceled,-120,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2315985,381011,Consumer loans,12396.51,119250.0,117949.5,11925.0,119250.0,SATURDAY,11,Y,1,0.0999996850105994,,,XAP,Approved,-2333,Cash through the bank,XAP,Family,New,Clothing and Accessories,POS,XNA,Stone,56,Clothing,12.0,middle,POS industry with interest,365243.0,-2302.0,-1972.0,-1972.0,-1499.0,0.0
1738811,295257,Consumer loans,18538.965,156465.0,170923.5,0.0,156465.0,THURSDAY,10,Y,1,0.0,,,XAP,Approved,-81,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,1650,Consumer electronics,12.0,middle,POS mobile with interest,365243.0,-51.0,279.0,365243.0,365243.0,1.0
1065477,437713,Consumer loans,4105.035,24360.75,21924.0,2436.75,24360.75,FRIDAY,17,Y,1,0.108939267991637,,,XAP,Approved,-367,Cash through the bank,XAP,Unaccompanied,Repeater,Jewelry,POS,XNA,Country-wide,22,Industry,6.0,middle,POS others without interest,365243.0,-336.0,-186.0,-306.0,-301.0,0.0
2438698,173869,Cash loans,18071.145,135000.0,163732.5,,135000.0,WEDNESDAY,9,Y,1,,,,XNA,Approved,-978,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-948.0,-618.0,-618.0,-609.0,1.0
2128682,272446,Cash loans,18488.745,225000.0,247275.0,,225000.0,FRIDAY,15,Y,1,,,,XNA,Canceled,-15,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,18.0,middle,Cash X-Sell: middle,,,,,,
2191203,414422,Cash loans,19075.455,90000.0,103648.5,,90000.0,THURSDAY,18,Y,1,,,,XNA,Approved,-1014,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-984.0,-834.0,-954.0,-948.0,1.0
2790988,413573,Cash loans,15826.5,225000.0,225000.0,,225000.0,TUESDAY,17,Y,1,,,,XNA,Approved,-1105,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24.0,high,Cash X-Sell: high,365243.0,-1075.0,-385.0,-565.0,-561.0,0.0
1755771,341697,Consumer loans,15913.44,102780.0,130878.0,0.0,102780.0,SUNDAY,13,Y,1,0.0,,,XAP,Refused,-428,Cash through the bank,LIMIT,,Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,12.0,high,POS mobile with interest,,,,,,
1545741,123306,Consumer loans,4092.3,15705.0,14364.0,1800.0,15705.0,TUESDAY,12,Y,1,0.1212796112573395,,,XAP,Approved,-2570,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Stone,10,Connectivity,4.0,high,POS mobile with interest,365243.0,-2539.0,-2449.0,-2449.0,-2446.0,1.0
2461816,303194,Consumer loans,8459.505,43227.0,43227.0,0.0,43227.0,SATURDAY,14,Y,1,0.0,,,XAP,Approved,-1276,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Regional / Local,224,Consumer electronics,6.0,high,POS household with interest,365243.0,-1245.0,-1095.0,-1185.0,-1176.0,0.0
1447157,231912,Consumer loans,9127.71,110479.5,125518.5,0.0,110479.5,FRIDAY,9,Y,1,0.0,,,XAP,Approved,-1034,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,501,Consumer electronics,18.0,middle,POS household with interest,365243.0,-1001.0,-491.0,-731.0,-724.0,0.0
2114203,450015,Consumer loans,6928.29,34393.5,37116.0,0.0,34393.5,SUNDAY,16,Y,1,0.0,,,XAP,Approved,-90,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,3000,Consumer electronics,6.0,middle,POS household without interest,365243.0,-60.0,90.0,365243.0,365243.0,1.0
2434949,120754,Revolving loans,,0.0,0.0,,,WEDNESDAY,10,Y,1,,,,XAP,Canceled,-462,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1540205,380486,Consumer loans,4558.86,26050.5,23445.0,2605.5,26050.5,TUESDAY,12,Y,1,0.1089279040185932,,,XAP,Approved,-581,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,50,Connectivity,6.0,high,POS mobile with interest,365243.0,-550.0,-400.0,-550.0,-541.0,0.0
2029568,301494,Consumer loans,6094.35,32980.5,29889.0,4500.0,32980.5,SATURDAY,11,Y,1,0.1425138588184911,,,XAP,Approved,-2366,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,6.0,high,POS mobile with interest,365243.0,-2331.0,-2181.0,-2241.0,-2239.0,0.0
2671032,454382,Cash loans,34236.63,598500.0,669600.0,,598500.0,TUESDAY,5,Y,1,,,,XNA,Approved,-1378,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,36.0,middle,Cash X-Sell: middle,365243.0,-1348.0,-298.0,-448.0,-442.0,1.0
1236600,397052,Consumer loans,6483.6,65160.0,64836.0,6516.0,65160.0,SATURDAY,10,Y,1,0.099457847903862,,,XAP,Approved,-1243,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,3575,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1211.0,-881.0,-1091.0,-1088.0,0.0
1894576,142306,Cash loans,12382.2,135000.0,135000.0,,135000.0,TUESDAY,6,Y,1,,,,XNA,Approved,-1088,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,AP+ (Cash loan),5,XNA,18.0,high,Cash Street: high,365243.0,-1058.0,-548.0,-548.0,-544.0,0.0
2412976,203898,Cash loans,12399.3,108000.0,115128.0,,108000.0,WEDNESDAY,15,Y,1,,,,XNA,Approved,-990,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,61,Connectivity,12.0,middle,Cash X-Sell: middle,365243.0,-960.0,-630.0,-930.0,-923.0,1.0
2270252,449769,Consumer loans,16594.065,74461.5,87655.5,0.0,74461.5,SATURDAY,13,Y,1,0.0,,,XAP,Approved,-802,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,300,Consumer electronics,6.0,middle,POS household with interest,365243.0,-771.0,-621.0,-621.0,-612.0,0.0
1048736,400955,Cash loans,,0.0,0.0,,,WEDNESDAY,17,Y,1,,,,XNA,Canceled,-98,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1058423,205041,Cash loans,34987.545,787500.0,895608.0,,787500.0,WEDNESDAY,18,Y,1,,,,XNA,Approved,-972,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-942.0,468.0,-612.0,-603.0,1.0
2615834,152613,Cash loans,29052.315,922500.0,1056447.0,,922500.0,THURSDAY,11,Y,1,,,,Repairs,Refused,-326,Cash through the bank,VERIF,Unaccompanied,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
1814053,371096,Cash loans,69439.14,2029500.0,2246494.5,,2029500.0,TUESDAY,16,Y,1,,,,XNA,Refused,-507,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,54.0,low_normal,Cash X-Sell: low,,,,,,
2686350,384509,Cash loans,,0.0,0.0,,,SATURDAY,9,Y,1,,,,XNA,Canceled,-292,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1922131,355167,Consumer loans,6490.62,66982.5,66982.5,0.0,66982.5,MONDAY,9,Y,1,0.0,,,XAP,Approved,-714,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,80,Connectivity,12.0,low_normal,POS mobile without interest,365243.0,-675.0,-345.0,-435.0,-428.0,0.0
2065153,254946,Cash loans,16341.165,112500.0,137691.0,,112500.0,FRIDAY,17,Y,1,,,,Repairs,Refused,-417,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,,,,,,
2166080,265783,Consumer loans,20719.08,119024.73,126877.5,4.23,119024.73,THURSDAY,13,Y,1,3.630825766211214e-05,,,XAP,Approved,-1667,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,1500,Consumer electronics,8.0,high,POS household with interest,365243.0,-1636.0,-1426.0,-1426.0,-1418.0,0.0
1505376,398700,Cash loans,17565.3,454500.0,544491.0,,454500.0,THURSDAY,8,Y,1,,,,XNA,Refused,-456,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
1246087,174513,Revolving loans,4500.0,90000.0,90000.0,,90000.0,MONDAY,10,Y,1,,,,XAP,Refused,-270,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1376054,182416,Cash loans,33100.92,337500.0,360891.0,,337500.0,FRIDAY,9,Y,1,,,,Furniture,Refused,-691,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high,,,,,,
1041796,441757,Consumer loans,6403.77,62055.0,68607.0,0.0,62055.0,WEDNESDAY,11,Y,1,0.0,,,XAP,Approved,-518,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Regional / Local,212,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-487.0,-157.0,-277.0,-269.0,0.0
2466152,254620,Consumer loans,16621.47,91881.0,96732.0,0.0,91881.0,SUNDAY,12,Y,1,0.0,,,XAP,Approved,-901,Cash through the bank,XAP,"Spouse, partner",New,Computers,POS,XNA,Country-wide,30180,Consumer electronics,6.0,low_action,POS household without interest,365243.0,-870.0,-720.0,-750.0,-739.0,0.0
2566690,414905,Cash loans,45284.4,1129500.0,1260702.0,,1129500.0,SATURDAY,11,Y,1,,,,XNA,Approved,-716,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-686.0,724.0,365243.0,365243.0,1.0
2798813,105088,Cash loans,47131.155,225000.0,232425.0,,225000.0,SUNDAY,14,Y,1,,,,Other,Refused,-304,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Country-wide,20,Connectivity,6.0,high,Cash Street: high,,,,,,
